State | Easternmost Zip | Westernmost Zip | Northernmost Zip | Southernmost Zip
---------------------------------------------------------------
AP | 96337 96208 
IA | 50557 
OK | 74556 
KS | 67073 
FL | 33972 33971 33973 33936 33970 33974 33976 
PA | 18003 18002 18001 18235 18627 
ND | 58460 
NC | 28748 
NY | 14481 
MA | 1524 
NE | 68643 
AL | 35646 
IA | 50143 
OH | 45856 
PA | 15455 
KY | 42754 42755 
WY | 82837 
IN | 46945 
WV | 26676 
KY | 40849 
MS | 38756 
MI | 49654 
IL | 60531 
IA | 50453 
NC | 28451 
TX | 79240 
PA | 17231 
ID | 83465 
TX | 78050 
NM | 87823 
SD | 57638 
CA | 93244 91945 91946 
NC | 28355 
PA | 16851 
IL | 60439 
PA | 15456 
CA | 93246 93245 
OH | 43441 
NE | 69146 
PA | 17043 
NH | 3605 
LA | 71447 
WI | 54139 
MS | 39094 
IL | 61048 
OK | 74042 
KS | 66220 66227 66219 66250 66215 66285 
MN | 56651 
PA | 19534 19052 
MI | 48449 
SD | 57039 
NC | 28633 28645 
TN | 37771 37772 
KS | 67645 
TX | 79749 
WV | 25676 
ID | 83541 
IA | 50851 
AL | 36454 
MA | 1240 
GA | 31637 
TN | 38047 
MO | 65541 
MA | 1242 
PA | 18441 
MO | 63450 
IL | 62255 
IN | 46765 
AR | 72084 
PA | 17540 
SD | 57456 
TN | 38468 
MA | 1453 
IA | 50144 
KS | 67074 
WV | 25123 
VA | 22725 
NY | 14751 
OK | 73441 
TX | 75850 
MO | 63451 
MI | 48367 
MN | 56652 
ND | 58052 
OK | 74043 
TX | 75452 
NJ | 7737 
NY | 13364 
MD | 20650 
KS | 66449 
NJ | 7605 
MI | 49066 
IL | 61332 
LA | 70551 
IN | 47551 
MO | 63760 
WI | 54948 
MN | 56153 
KS | 67861 
AR | 72354 
OK | 74943 
IL | 62440 
WV | 25971 
IN | 46355 
TX | 76654 
AL | 36548 
MI | 49655 
WV | 25537 
MO | 63056 
MI | 49251 
WV | 25972 
GA | 31764 
AR | 72645 
IA | 51242 
AL | 35647 
WV | 25865 
MN | 55354 
MO | 63654 
SD | 57040 
WV | 25253 
KY | 41832 
SD | 57359 
ID | 83636 
AL | 36047 
AR | 72085 
IA | 52754 
LA | 70753 
AZ | 86035 
UT | 84639 
ME | 4456 
KS | 67743 
MO | 64066 
TX | 79336 79338 
AK | 99625 
WV | 25431 
MA | 1054 
MI | 49755 
NY | 11756 
PA | 19058 19056 19057 19054 19055 
NE | 69147 
DE | 19958 
KS | 67552 
CO | 81327 
NY | 12950 
IN | 47858 
IA | 51544 
OH | 43035 
PA | 16738 17339 
KY | 42256 
WV | 24901 
PA | 17837 
TN | 37091 
OH | 45338 
KY | 42351 
ME | 4243 4241 
CA | 96052 
UT | 84320 
NE | 68380 
ME | 4240 
MI | 49756 
NY | 14092 
MN | 55952 
ID | 83501 
NC | 27849 
OH | 43333 
MT | 59457 
IL | 61542 
MO | 63452 
PA | 17044 
IN | 47352 
TX | 75057 75067 75077 
OH | 43754 
TX | 75029 
PA | 19351 
NC | 27023 
AR | 71845 
MN | 56060 
ID | 83431 
AR | 72355 
NE | 68850 
MO | 64067 
VA | 24450 
KY | 40517 40515 
IN | 47138 
SC | 29071 
AL | 35648 
NY | 12452 
KY | 40574 40555 40581 
MA | 2420 2421 
KY | 40582 40550 40516 40598 40580 40591 40546 40522 
TN | 38351 
KY | 40588 40523 40544 40536 40583 40524 
GA | 30648 
KY | 40526 
OR | 97839 
KY | 40533 
SC | 29072 
NC | 27292 27293 27294 27295 
OK | 73051 
KY | 40502 40503 40579 40504 40505 
MI | 48450 
KY | 40506 40578 40507 40577 40508 40509 40510 40511 
TX | 78947 
IL | 61753 
KY | 40512 40576 
MS | 39095 
KY | 40513 40514 
SC | 29073 
KY | 40575 
MD | 20653 
MT | 59923 
KS | 67901 
MO | 64762 
KS | 67905 
MO | 64069 
KS | 67351 
SC | 29657 
WV | 25124 
NC | 27298 
NY | 12754 
NE | 68381 
IN | 47353 
TX | 77575 
TN | 37095 
MO | 64068 
IL | 62347 
ME | 4949 
MS | 39645 
PA | 16930 
KY | 42539 
IA | 50145 
IN | 46766 
OH | 43532 
NJ | 7938 
SC | 29074 
TX | 78642 
WA | 99019 
IN | 46946 
MD | 21762 
IA | 52567 
IL | 60048 
LA | 71348 
KY | 41540 
MO | 65542 
PA | 16332 
IA | 51452 
ND | 58053 
KS | 67553 
VA | 23090 
ND | 58752 
VA | 22726 
IN | 46767 
PA | 15658 
MO | 63057 
HI | 96766 
CA | 96116 
MO | 63862 
GA | 30047 30048 
NC | 28091 
AL | 36549 
TX | 76061 
LA | 71256 
NC | 27546 
WA | 98555 
GA | 31051 
PA | 15938 
KY | 40740 
NY | 14752 
OH | 45807 
MT | 59739 
OH | 45802 
IL | 62348 
OH | 45806 45805 
NY | 14485 
OH | 45804 45801 44640 
WI | 53942 
IA | 52155 
PA | 19535 18060 
ME | 4048 
NY | 13657 
PA | 16234 
NY | 14753 
ME | 4751 4750 
TN | 37681 
ME | 4049 
CO | 80826 80828 
WY | 82640 
DE | 19960 
NE | 68529 
MO | 65338 
ME | 4457 
WA | 99147 
NM | 88338 
TX | 78948 
MA | 1773 
NE | 68505 68524 
IA | 50652 
NE | 68523 68522 68502 68503 68521 68520 68504 
RI | 2865 
NE | 68517 68501 68506 68516 68507 68508 68509 
CA | 95648 
MI | 48742 
NE | 68510 68514 68512 68527 
AR | 72744 
NH | 3251 
VA | 20160 
NE | 68588 
AL | 35096 
NE | 68583 68544 
MT | 59639 
NE | 68542 68532 
KS | 67455 
NE | 68531 68526 68528 
IL | 62656 
IN | 47552 
OR | 97367 
MI | 48146 
NJ | 7035 
PA | 19352 
IL | 62659 
NY | 10540 
IL | 60069 
GA | 30817 
NC | 28092 28093 
KS | 66858 
ME | 4849 4850 
IL | 60712 
NJ | 7738 
WA | 99341 
TX | 75771 
GA | 30147 
MI | 48451 
TX | 75563 
IN | 47955 
IA | 50146 
CA | 95236 
PA | 17744 
WI | 53553 
AL | 36748 
TN | 37096 
NJ | 7036 
VA | 22642 
NC | 28356 
NY | 11757 
IL | 61049 
NY | 14858 
CO | 80740 
UT | 84042 
NM | 87029 
OK | 73052 
MT | 59339 
CA | 93247 
TX | 76250 
NE | 68644 
KS | 67456 
OH | 43442 
WV | 24951 
MN | 55045 
PA | 18932 
MD | 21088 
KY | 41833 
PA | 16424 
IA | 50147 
AL | 36266 
WY | 82223 
TX | 76461 
NM | 88123 
MD | 21835 
WV | 26384 
MO | 65051 
KS | 66953 
TX | 78563 
MO | 65052 
IN | 46769 
IA | 51033 
MO | 64653 
MD | 21090 
IN | 47441 
ND | 58552 
VA | 22834 
NC | 28646 28647 
NJ | 8221 
MA | 1525 
NE | 68036 
NY | 14486 
NC | 27299 
KS | 66052 
MI | 48634 
PA | 19353 
TX | 76462 79056 
ME | 4250 
IA | 52253 
ND | 58054 
NY | 13658 
OH | 44432 
NH | 3585 
MD | 21765 
LA | 71048 
ME | 4252 
NE | 69148 
IA | 50148 
NY | 13797 
IL | 60532 
AL | 36912 
MN | 56155 
TX | 77454 
PA | 15549 
IL | 62056 
NH | 3052 
CA | 96117 
OH | 44253 
MI | 49252 
MN | 55355 
NE | 68852 
CT | 6759 
ME | 4350 
AZ | 85340 
ND | 58461 
IL | 62660 
FL | 33547 
GA | 30122 30058 30038 
OH | 43136 
PA | 17543 
KY | 41834 
WY | 82929 
WV | 26629 
IA | 50454 
WI | 54140 
RI | 2837 
DE | 19961 
ME | 4650 
SD | 57639 
TX | 75068 
NY | 13365 
MN | 56345 
NJ | 7424 7643 
NY | 14754 
OH | 45742 
CA | 93542 
MI | 49833 
PA | 18830 
SC | 29075 
NY | 11362 11363 
MD | 21766 
VA | 23091 
SC | 29566 
KS | 67457 
CA | 95456 
AL | 36550 
TX | 76554 
AR | 72206 72227 72231 72260 72295 72202 72201 
SC | 29567 
AR | 72212 72214 
IA | 51243 
AR | 72215 72216 
MS | 39337 
AR | 72211 72210 72209 72217 72207 72219 72221 72222 72205 72204 72203 72223 72225 72099 
NJ | 7739 
IA | 51545 
WI | 54141 
NC | 28749 
NY | 14755 13087 
NJ | 8834 
IL | 61453 
AZ | 86432 
TX | 79339 
MN | 56653 
CA | 93543 
WA | 98556 
PA | 17340 
CO | 80130 80166 80165 80163 80162 
IL | 61452 
CO | 80161 80160 80120 
MA | 1460 
CO | 80121 80129 80128 80122 80127 80126 80125 80123 
NC | 27850 
NH | 3561 
WV | 26581 
CA | 95953 
FL | 32060 32064 
VA | 22507 
ME | 4253 
IA | 50558 
CO | 80536 
CA | 94551 94550 
KY | 42352 
ME | 4254 
NY | 13090 
TX | 77577 
NY | 13089 13088 
PA | 17045 
IL | 61543 
LA | 70754 
NJ | 7039 
TN | 38570 
WI | 53554 
NY | 12541 
CA | 95334 
KY | 40445 
MT | 59047 
IL | 62058 
AL | 35470 
TX | 77351 77399 
NY | 12758 14487 
MI | 48150 48151 
MO | 63551 
MI | 48152 48153 48154 
LA | 70755 
NY | 14488 
GA | 31052 
WV | 25125 
IN | 46149 
TX | 78643 
NM | 87543 
CA | 93544 
PA | 17944 
MT | 59535 
FL | 32337 
UT | 84747 
AL | 36865 
IL | 62661 
SC | 29931 
TN | 37097 
NY | 12759 
WV | 25866 
FL | 32662 
NH | 3252 
PA | 17745 
MO | 64654 
OH | 43137 
NY | 13092 
CA | 95237 
AR | 71846 
SC | 29364 
TX | 78644 
AL | 36455 
TX | 79241 
KY | 40036 
NY | 14094 
IL | 60441 
NY | 14095 
LA | 70374 
IA | 52635 
NY | 14859 
CA | 93932 
MO | 65682 
OK | 73442 
NM | 88255 
NC | 28097 
VA | 22948 
AL | 35097 
PA | 17840 
OK | 74352 
GA | 30248 
VA | 22508 
AR | 72550 
VA | 23092 
NY | 11560 
PA | 17945 
VA | 23404 
IL | 60948 
SC | 29082 
MT | 59050 
SD | 57640 
NE | 69149 
CA | 95240 95241 
NY | 14860 
CA | 95242 
NJ | 7644 
MO | 63950 
TX | 75564 
WI | 53555 
OH | 44254 
CO | 80705 
AL | 35098 
KS | 67646 
WV | 25601 
UT | 84341 
OH | 43138 
NM | 88426 
UT | 84322 
IL | 62856 
UT | 84321 
IA | 51546 
UT | 84323 
NV | 89021 
IN | 46947 
LA | 71049 
PA | 17747 17342 
GA | 30052 
WI | 53943 
OR | 97357 
MO | 65053 
TX | 76852 
IA | 51453 
CA | 95551 
TX | 77971 
MT | 59847 59460 
CO | 81524 
CA | 92357 92354 92350 94021 
MN | 56654 
IL | 61454 60148 
TX | 76853 
WI | 53048 
CA | 90717 93438 93437 93436 
MD | 21539 
WV | 25126 
OH | 43140 
AR | 72847 
KY | 40741 40745 
TX | 76854 
KY | 40743 40742 40744 
IL | 61544 
VT | 5148 
OH | 45647 
NH | 3053 
KY | 41347 
OK | 73443 
MO | 64070 
TN | 37773 
TX | 75453 
CA | 93545 
WI | 53556 
IA | 50559 
TX | 75668 
CO | 80124 
IA | 52755 
OK | 73655 
MO | 63060 
MT | 59848 
WY | 82936 
CA | 95335 90899 90815 90807 90844 90813 90842 90810 90802 90840 90809 90801 90805 90808 90835 90834 90804 90803 90833 90832 90853 90831 90848 90847 
MS | 39560 
WA | 98631 
CA | 90846 
NY | 11561 
CA | 90806 90822 90814 
OH | 45743 
NJ | 7740 
TX | 75669 
OR | 97856 
SC | 29658 
NY | 12760 
MD | 21092 
IA | 52756 
VA | 24569 
KS | 67647 
ME | 4050 
NY | 11101 11109 11120 
FL | 33001 
MI | 48743 
SD | 57457 
WI | 54542 
NY | 12847 
MN | 55356 
MO | 65590 
NE | 69217 
IL | 61333 
PA | 18334 
MN | 56347 
SD | 57547 
NJ | 7853 
FL | 34228 
WA | 98351 
OK | 73755 
KS | 67458 
LA | 71448 
MA | 1116 1106 
WA | 98397 
CO | 80501 80502 80503 80504 
NJ | 8403 
SC | 29568 
LA | 71050 
KS | 67352 
TX | 75601 75602 
IL | 61852 
TX | 75607 75608 75606 75615 75605 75604 75603 
WA | 98632 
LA | 70652 
MN | 56655 
FL | 32779 32791 32750 32752 
NC | 28452 
AR | 72086 
MN | 55046 
AR | 72087 
IN | 47553 
OK | 73053 
WV | 25868 
KY | 41542 
CA | 96054 
GA | 30750 
TN | 37350 
WA | 98827 
CA | 95650 
NE | 68958 
WA | 99148 
WV | 25259 
TX | 79342 
MO | 65054 
TX | 78564 
PA | 18628 
WA | 98261 
WV | 25630 
OH | 44052 44055 44053 
IL | 62349 
TX | 79532 
OR | 97451 
LA | 70446 
NM | 88045 
OH | 43755 
LA | 70552 
TX | 76655 
WV | 26229 
TX | 79343 
TN | 38469 
KY | 40037 
MI | 49852 
MN | 55357 
PA | 15940 
MN | 55598 55597 
VA | 22509 
MN | 55595 55599 55596 
FL | 33857 
IA | 50149 
MT | 59537 
SC | 29569 
MS | 39096 
NY | 13659 
KS | 67459 
VA | 22079 
NE | 68382 
VA | 22199 
CA | 90721 90720 93440 
NM | 87545 87544 
CA | 94022 94024 94023 90072 90001 90006 90002 90003 90004 90005 90089 90062 90075 90091 90084 90076 90077 90078 90079 90080 90189 90081 90082 90083 90093 90086 90099 90096 90087 90088 90074 90073 90095 90036 90044 90043 90042 90041 90040 90039 90038 90037 90065 90045 90035 90034 90033 90032 90031 90030 90066 90029 90028 90054 90061 90060 90059 90058 90063 90064 90057 90056 90055 90008 90053 90052 90051 90050 90049 90048 90047 90046 90015 90012 90067 90013 90068 90022 90021 90020 90014 90023 90027 90071 90070 90016 90017 90019 90018 90025 90026 90007 90009 90010 90011 90024 93635 
TX | 78565 78566 
CA | 95033 95032 95031 95030 
TX | 78567 
NM | 87031 
CA | 96055 
NM | 87551 
CA | 93441 93402 93412 
IN | 47354 
WV | 26810 
PA | 17946 
WV | 26385 
KY | 41348 
CA | 93249 
IA | 52254 
WY | 82224 
KS | 66859 
IL | 61334 
OR | 97857 
MT | 59461 
MD | 20711 
TX | 76656 
LA | 70756 
VA | 22511 
CA | 95651 
AR | 71751 
TN | 37774 
NH | 3307 
OH | 44842 
FL | 33858 
MS | 39338 
VA | 23093 
KY | 41230 
NC | 27549 
MO | 65685 
KS | 66053 
MS | 39097 
TX | 77455 
MO | 63353 
KY | 40209 40261 40210 40211 40266 40212 40259 40258 40270 40202 40268 40269 40208 40298 40272 40280 40281 40282 40229 40231 40224 40283 40205 40220 40204 40228 40225 40216 40206 40217 40218 40245 
GA | 30434 
KY | 40219 40243 40242 40250 40215 40207 40233 40251 40214 40232 40221 40252 40253 40255 40241 40222 40203 40223 40256 40213 40257 40291 40299 40297 40296 40295 40294 40293 
MS | 39339 
IL | 62858 
KY | 40292 
NE | 68037 
KY | 40290 40289 40287 40201 
AL | 36048 
OH | 44641 
KY | 40285 
CO | 80027 
TN | 37777 
NE | 68853 
GA | 31814 
CO | 80131 
GA | 30250 
IL | 62059 
KY | 42060 
TX | 75851 
CO | 80539 80537 80538 
OK | 73553 
OH | 45140 
ME | 4051 
WY | 82431 
NV | 89419 
KY | 41231 
IL | 61132 61131 61130 61111 
VA | 20180 
MD | 20656 
IA | 50150 
NM | 88256 
TX | 76460 
VA | 22949 
NM | 88260 
IL | 61937 
VA | 24457 
IA | 52757 
TX | 76855 
PA | 15660 
IA | 52255 
IL | 62662 
FL | 32663 
AR | 72745 
NC | 28098 
OR | 97452 
VT | 5847 
OH | 45744 
WI | 53557 
MI | 49331 
IN | 46356 
MA | 1854 1853 1852 1851 1850 
OH | 44436 
SD | 57548 
AK | 99626 
CA | 95457 
AL | 36751 
OH | 45745 
VT | 5848 
KY | 42061 
NC | 27024 28552 
TN | 37778 
ID | 83637 
NY | 14861 
KY | 41232 
MO | 63951 
AL | 36752 
SC | 29659 
IL | 61545 
MN | 56349 
VA | 24570 
MO | 64763 
NY | 13367 
FL | 33470 
AL | 36551 
WI | 54446 
OK | 73756 
PA | 15661 
KY | 40854 
CA | 96118 
PA | 16659 17047 
TX | 78568 
IA | 50560 52156 
TX | 79464 79490 79491 79493 79499 79457 79453 79413 79430 79401 79402 79403 79404 79406 79407 79408 79409 79410 79411 79412 79414 79415 79416 79423 79424 79452 
ME | 4652 
WI | 54447 
NC | 27851 
MN | 56255 
KS | 67648 
KY | 42156 
OH | 44843 
IA | 50151 
OH | 45648 45699 
MS | 39452 
IN | 46950 
CA | 95458 
CO | 80646 
MO | 64655 
CA | 92356 
PA | 15754 
OK | 73757 
ID | 83542 
PA | 16235 
WI | 54853 
OH | 43443 
KS | 67744 
MI | 49431 
SD | 57755 
PA | 16333 
MA | 1056 
CA | 92338 
MO | 64656 
VT | 5149 
MS | 39098 
IL | 60949 
OH | 45339 
GA | 31316 
MO | 63061 
TX | 79533 75904 75903 75902 75901 75915 
SC | 29078 
AZ | 86507 
MD | 21540 
AZ | 85309 85341 
GA | 30554 
MS | 38644 
TX | 78648 
LA | 70070 
FL | 32061 
NC | 28357 
GA | 31549 
WV | 26386 
MS | 39455 
NC | 28358 28359 
NJ | 8048 
NC | 28360 
TX | 77657 
PA | 18933 
WA | 98262 
GA | 31815 
NM | 87824 
MI | 48157 
NV | 89317 
MA | 1462 
VT | 5906 
VA | 23952 
NV | 89420 
MI | 48635 
AZ | 86508 
TN | 37351 
SC | 29932 
MO | 63453 
TN | 38352 
KS | 67649 
VA | 22835 
PA | 17232 
MD | 20657 
WY | 82225 
LA | 70071 
IA | 50152 
OK | 73054 
MI | 49656 
PA | 15848 
GA | 30251 
MD | 21093 21094 
MN | 55612 
TN | 37779 38471 
FL | 33558 33559 33549 33548 
MN | 56156 
AL | 36049 
ND | 58056 
WI | 54217 
IA | 52056 
PA | 15662 
AR | 72358 
IA | 52257 
MI | 48636 
PA | 18709 
WV | 25632 
NY | 13093 
LA | 70569 
SC | 29079 
GA | 30730 
TX | 78569 
PA | 17048 
MN | 55953 
WA | 98635 
TN | 37098 
SC | 29365 
UT | 84749 
NE | 69352 
WY | 82937 
WA | 98263 
NH | 3768 3769 
NY | 11563 
NE | 68746 
KY | 40855 
VA | 24571 24502 
MO | 65543 
VA | 24503 24501 24504 
TN | 37352 
VA | 24505 24506 24515 24514 
SC | 29080 
OH | 45142 
VA | 24513 
WV | 24857 
MN | 56157 
NH | 3082 
PA | 19354 
WA | 98264 
VA | 22952 
NJ | 7071 
IL | 61261 
VT | 5849 
KS | 66451 
VT | 5850 
WI | 53944 
NY | 14098 
VT | 5851 
PA | 16045 
IN | 47355 
AL | 35575 
MA | 1903 
NC | 28750 
AR | 72440 
MA | 1901 1910 1905 1904 1902 
IL | 61262 
FL | 32444 
UT | 84640 
MA | 1940 
TN | 38472 
IA | 50153 
IN | 47619 
KY | 42063 
WA | 98087 98046 98037 98036 
CA | 90262 
OH | 45650 
WI | 54640 
MS | 38645 
NY | 12955 12952 
PA | 19536 
NY | 14489 
MI | 48851 
OR | 97358 
KS | 67554 
NE | 68038 
NJ | 7939 
SD | 57041 
TX | 77863 
IN | 47443 
OH | 43533 
CO | 80540 
GA | 30436 
IL | 60534 
WI | 53148 
NY | 13368 
WY | 82642 
TX | 78052 
CA | 92358 
IA | 50561 
TX | 75156 75147 
MN | 55954 
AR | 72103 
WV | 25870 
MS | 39750 
WV | 26278 
GA | 30126 
WV | 25871 
WA | 98935 
WV | 25873 
MI | 49434 
FL | 32063 
NC | 27852 
CA | 96058 
TX | 78054 
NY | 14502 
IA | 51549 
IL | 62860 
OH | 44056 
KY | 42355 
WV | 26148 
IL | 61115 
NY | 14101 
ME | 4654 4655 
VA | 23405 
CO | 81525 
ID | 83251 
IN | 47654 
PA | 17750 
MI | 49757 
IL | 61755 
MI | 49701 
MO | 65786 
ID | 83433 
OH | 45746 
IA | 50155 
KS | 67557 
KY | 40040 
MO | 65702 
IL | 61455 
MI | 48044 
OK | 74852 
MI | 48042 
GA | 31210 31208 31209 31211 
IL | 62544 
GA | 31221 31297 
MS | 39341 
GA | 31296 
NC | 27551 
MO | 63552 
GA | 31295 31207 31294 
TN | 38048 
GA | 31220 31201 31217 31202 31216 31213 31203 31204 31205 31206 
PA | 18062 
IN | 46951 
NE | 68039 
CA | 95552 
ME | 4756 
NH | 3823 
MS | 39109 
ND | 58348 
MN | 56062 
CA | 96119 
PA | 16661 
CA | 93639 93638 93637 93636 
OK | 73446 
NY | 13402 
SD | 57042 
MD | 21648 
PA | 15663 
MS | 39110 39130 
AL | 35758 35757 35756 
WI | 53715 53708 53774 53744 53726 53725 53719 53718 53717 53716 53714 53713 53711 53777 53707 53706 53705 53704 53703 53702 53701 
CT | 6443 
IL | 62060 
GA | 30650 
WI | 53791 
NE | 68748 
NC | 27025 
MO | 65263 
KS | 66860 
IN | 47250 
MN | 56256 
TN | 37115 37116 
WI | 53794 53793 53792 
ME | 4950 
WI | 53790 53789 53788 53786 53785 53784 53783 53782 53779 53778 
VA | 22727 
FL | 32340 
NH | 3849 
FL | 32341 
WV | 25130 
CA | 95653 
AR | 72359 
NJ | 7940 
OH | 44057 
MI | 48071 
VA | 24572 
MN | 56063 
PA | 16852 
LA | 70447 
TN | 37354 
KY | 42431 
TX | 77864 
OR | 97741 
NE | 69150 
IA | 50156 
NY | 13660 
IL | 62256 
CA | 95954 
AR | 72943 
NM | 87825 
MS | 39111 
NC | 28751 
UT | 84044 
AR | 72553 
NE | 68749 
OH | 43036 
AL | 36754 
MN | 56158 
KY | 42757 
IA | 51550 
MS | 39652 
TX | 77354 
NJ | 8049 
NC | 28453 
TX | 77353 
DE | 19962 
TX | 77355 
AR | 71754 
IL | 61336 
AR | 71753 
OH | 44643 
AL | 36555 
PA | 15757 17948 17949 
KS | 66955 
MN | 56557 
IL | 61853 
NY | 10541 10542 
NJ | 7430 7495 
ND | 58255 
NC | 28650 
WI | 54750 
VA | 23102 
WV | 26541 
NY | 13802 
PA | 16932 
OH | 45039 
PA | 19451 
FL | 32794 32751 
MO | 64466 
KS | 67101 
KY | 41547 
IL | 62958 
HI | 96768 96769 
MN | 55763 
ND | 58756 
FL | 32950 
ID | 83252 
OH | 43757 
WA | 98828 
NM | 88263 
NJ | 8328 
TX | 75148 
NE | 68402 
AL | 36556 
IA | 50157 
WA | 99149 
MA | 2148 
MO | 63863 
IL | 61337 
NY | 12115 12453 
CA | 90263 90264 90265 
OR | 97632 
OH | 43535 
NM | 88264 
IA | 50562 
KY | 41836 
WV | 25634 
NY | 13103 
NE | 68040 
MT | 59402 
WA | 99150 
WI | 53049 
KY | 41451 
WA | 98559 
FL | 32445 
NY | 12953 
TX | 76660 
WA | 98829 
MT | 59538 
ID | 83342 
IL | 60150 
OH | 43758 
MO | 65339 
AL | 36349 
IA | 51551 
AR | 72104 
PA | 19355 
OH | 44644 
NY | 11565 10543 
NC | 27552 
AZ | 85618 
PA | 15664 
WV | 25132 
KY | 42259 
CA | 93546 
AR | 72554 
LA | 70554 
WV | 25635 
NJ | 8050 
VA | 23103 
FL | 34260 
NJ | 8736 
CO | 81141 
VA | 20108 20112 20113 20109 20111 
GA | 30438 
VA | 20110 
WI | 54949 
MI | 49659 
TX | 78652 
MA | 1526 1944 
CT | 6042 6045 
TN | 37349 
CA | 95459 
NH | 3111 
PA | 17345 
NH | 3109 
OH | 45144 
NH | 3101 3108 
NY | 14504 
OK | 73758 
NH | 3105 
IA | 52057 
NH | 3104 3103 3102 
VT | 5254 
GA | 31816 
TN | 37355 
ME | 4351 
WA | 98353 
MD | 21102 
KY | 40962 
IL | 62663 
MI | 48158 
CT | 6041 6040 
VT | 5255 
NJ | 8759 
CO | 81328 
ND | 58554 58757 
WY | 82432 
SD | 57756 
LA | 70470 70471 70448 71259 
FL | 33550 
OK | 73554 
NY | 11030 
KS | 66502 
MT | 59741 
NV | 89022 
IL | 60442 
KS | 66503 66505 66506 
CA | 90266 90267 
PA | 17545 
AR | 72442 
UT | 84046 
IA | 51454 
IN | 46150 
MI | 49660 49854 
IL | 61546 
OK | 73555 
KY | 42436 
MI | 49253 
CO | 80829 
WI | 54545 54220 54221 
KS | 66956 
MN | 56003 56002 56001 
NE | 68403 
AK | 99756 
IL | 61338 
NY | 13104 
IA | 50456 
VA | 23105 
OK | 74044 
IA | 51455 
OR | 97125 
SC | 29102 
ND | 58642 
WV | 26582 
PA | 15550 
NC | 27953 
KY | 42758 
OK | 73447 
NY | 13661 
MD | 21836 
AK | 99628 
MA | 2345 
GA | 31550 
TX | 78653 
PA | 15665 
NY | 11949 
PA | 16238 
VA | 23106 
OH | 44906 44905 
PA | 16933 
MA | 2048 
OH | 44907 
AR | 72944 
SD | 57460 
MO | 65704 
WA | 98830 
OH | 44901 
GA | 30055 
IL | 61854 
OH | 44904 
TX | 76063 
OH | 44902 
LA | 71052 
TN | 38236 
OH | 44903 
CT | 6250 6251 
WA | 98831 
NC | 27553 
IA | 50563 
LA | 71350 
MS | 38855 
ND | 58058 
CA | 95336 95337 
MS | 39751 
IL | 60950 
NC | 27954 
KS | 67862 
UT | 84642 
NJ | 8738 
CA | 96059 
MI | 49663 
MN | 55955 
UT | 84324 
NJ | 8051 
OH | 44255 
TX | 77578 
ND | 58256 
RI | 2838 
WY | 82227 
NJ | 8835 
LA | 71449 
AZ | 86538 
OR | 97130 
CO | 81058 
MO | 63065 
WI | 54854 
TX | 79344 
NC | 27956 
MI | 49664 
KS | 67102 
WA | 98266 
MN | 55311 
OH | 44137 
KS | 66507 
NC | 28454 
MN | 55358 
KY | 42356 
IL | 60151 
MN | 55574 55576 55571 55577 55570 55359 55593 55578 55592 55579 55348 
MI | 48853 
NJ | 8052 
NY | 14756 
WA | 98038 
NY | 13107 12454 
AL | 36750 
KS | 66754 
IA | 51034 
MN | 56065 
ME | 4757 
UT | 84664 
IL | 61547 
ND | 58059 
OR | 97453 
PA | 17052 
RI | 2839 
OH | 45340 
WI | 54226 
NJ | 7040 
VA | 23407 
IA | 52060 
IL | 61458 
PA | 17951 
OK | 74045 
AZ | 85658 85653 
TX | 79842 
WI | 54448 
FL | 33050 
NY | 13803 
IA | 50565 
FL | 33052 
PA | 16334 
NC | 28905 
MN | 55764 
AZ | 86036 
OK | 74945 
AR | 72648 
TX | 78654 
MO | 63764 
GA | 30148 
IA | 50653 
MA | 1945 
WA | 98267 
MD | 20658 
AL | 36051 
MO | 64658 
MN | 56657 
AR | 72555 
MI | 49067 
NY | 13108 
CA | 92518 
PA | 15758 
FL | 34145 34146 
OR | 97454 
IA | 51035 
WA | 99151 
PA | 19061 
NY | 13403 
MD | 21837 
OH | 43334 
IN | 47140 
WI | 54855 
IL | 60152 
IA | 52301 
MI | 49947 
TX | 79843 
AL | 35112 
NC | 27853 
NY | 12455 
FL | 33093 
NJ | 8402 
MN | 56658 
OH | 45860 
IN | 47556 
PA | 15345 
AR | 72360 
WV | 24859 
FL | 32446 32448 32447 
WI | 54227 
AZ | 85138 85139 
CA | 93252 
KS | 67863 
PA | 16239 
GA | 30063 
IL | 61459 
GA | 30066 
OK | 73448 
NY | 13110 
GA | 30065 30064 
PA | 17547 
GA | 30008 30062 30007 30006 30060 30061 
MN | 56257 
GA | 30067 
TX | 75566 
MS | 38856 
GA | 30090 
SC | 29661 
GA | 30069 30068 
OH | 45750 
NC | 28362 
NY | 14102 
CA | 93933 90292 90295 
IL | 62061 
MI | 48039 
MN | 55047 
WI | 54143 
LA | 70757 
MT | 59925 
MA | 2738 
NC | 28752 
KY | 42064 
IL | 62959 
LA | 71260 
NY | 14505 
OH | 43302 43301 
ND | 58466 
WI | 54950 
IA | 52302 
SD | 57043 
VA | 24354 
MS | 39342 
MI | 49665 
AR | 72364 
CT | 6444 
TX | 78124 
SC | 29571 
PA | 17235 
AL | 36756 
IN | 46953 
KS | 66861 
IN | 46952 
PA | 15759 17832 
AL | 36759 
MD | 21838 
MO | 65705 
VA | 23408 
CA | 95338 
IL | 62257 61340 
